Henrik Hansen,,
Kevin McLure,,
Laura Tsujikawa,,
Norman Wong,,
Olesya Kharenko,,
Peter Young,,
Robert Suto,,
Sarah Attwell,,
Alex Sokolov,,
Christopher Chen,,
Hong-Wu Chen,,
Jian Li,,
Jianzhen Xu,,
June Zou,,
Junjian Wang,,
Amish Patel,,
Chiachi Liu,,
Chung-Ping Liao,,
Lu Le,,
Yong Wang,,
Huasong Lu,"Lu H, Li Z, Xue Y, et al. AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation. Proc Natl Acad Sci USA. 2014;111(1):E15-24.",
Jeffrey Johnson,"Lu H, Li Z, Xue Y, et al. AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation. Proc Natl Acad Sci USA. 2014;111(1):E15-24.",
Tom Alber,"Lu H, Li Z, Xue Y, et al. AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation. Proc Natl Acad Sci USA. 2014;111(1):E15-24.",
Ursula Schulze-Gahmen,"Lu H, Li Z, Xue Y, et al. AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation. Proc Natl Acad Sci USA. 2014;111(1):E15-24.",
Yuhua Xue,,
Alexander Plotnikov,,
Antonio Frasca,,
Shuai Yang,,
Aneel Aggarwal,,
Jie Zhang,,
Kaki Wong,,
Kenny Ohgi,,
Michael Rosenfeld,,
Qi Ma,,
Wen Liu,,
Fiona Gee,,
Gino Poulin,,
Kate Fisher,,
Amin Rahemtulla,,
Anastasios Karadimitris,,
Andrea Haynes,,
Anna Bassil,,
Antonia Rotolo,,
Aristeidis Chaidos,,
BaoChau Le,,
Binbin Liu,,
David Tough,,
Ilaria Marigo,,
Irene Roberts,,
Jason Witherington,,
Katerina Gouvedenou,,
Leanne Cutler,,
Maurits Kleijnen,,
Mohammed Chaudhry,,
Niam Al-Mahdi,,
Nicholas Smithers,,
Nicola Harker,,
Nigel Parr,,
Olena Barbash,,
Peter Tummino,,
Rab Prinjha,,
Trevor Chapman,,
Amanda Poplawski,,
Danni Peng,,
John Markley,,
Kaifeng Hu,,
Samuel Carlson,,
Senthil Natesan,,
Stefan Balaz,,
Woonghee Lee,,
Brian Marsden,,
Chris Wells,,
Clarence Yapp,,
Hannah Lingard,,
Octovia Monteiro,,
Alessio Ciulli,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Apirat Chaikuad,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Chris Abell,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Fleur Ferguson,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Frank von Delft,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Joao Muniz,"Ferguson FM, Fedorov O, Chaikuad A, et al. Targeting low-druggability bromodomains: fragment based screening and inhibitor design against the BAZ2B bromodomain. J Med Chem. 2013;56(24):10183-7.",
Anastasia Wyce,,
Caretha Creasy,,
Charles McHugh,,
Ming-Chih Crouthame,,
Robert Vessella,,
Susan Korenchuk,,
Yan Degenhardt,,
Feng Xue,,
Jan Kammenga,,
L Snoek,,
Miriam Rodriguez,,
Siyao Wang,,
A Rao,,
Kriton Kalantidis,,
Daniel Wohlwend,,
Karin Schmidtkunz,,
Manfred Jung,,
Martin HŸgle,,
Oliver Einsle,,
Roland SchŸle,,
Stefan Gerhardt,,
Stefan GŸnther,,
Andrea Berardi,,
Angela Bachi,,
Chiara Zucchelli,,
Eleonora Palagano,,
Giacomo Quilici,,
Giovanna Musco,,
Mario Saare,,
P_rt Peterson,,
Christopher Burns,,
Jean-Marc Garnier,,
Haruhiko Koseki,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Haruko Shima,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Hiroyuki Shimada,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Issay Kitabayashi,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Kazutsune Yamagata,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Mika Shino,"Shima H, Yamagata K, Aikawa Y, et al. Bromodomain-PHD finger protein 1 is critical for leukemogenesis associated with MOZ-TIF2 fusion. Int J Hematol. 2014;99(1):21-31.",
Beatriz Diez-Dacal,,
Chas Bountra,,
Deborah Brotherton,,
Pavel Savitsky,,
Argenta Price,,
Christine Guthrie,,
David Brow,,
A Dittmann,,
B Huntly,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
C Fong,,
C Grove,,
D Lugo,,
E Cannizzaro,,
E Gudgin,,
E Meduri,,
G Drewes,,
G Giotopoulos,,
G Vassiliou,,
H Osaki,,
J Craig,,
K Lee,,
L Bullinger,,
M Dawson,,
M Wiese,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
P Jeffrey,,
R Prinjha,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
S Horton,,
S Putwain,,
S Robson,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
Jiahuai Han,,
Wei Xiao,,
Xin Liu,,
Xu-Dong Wang,,
Yingqiu Li,,
Jae Kim,,
Kyoung Kim,,
Min-Yi Park,,
Seung Lee,,
Byoung-Gie Kim,,
Chel Choi,,
Duk-Soo Bae,,
Hye-Kyung Jeon,,
Hye-Sun Kim,,
Jeong-Won Lee,,
Ji Ryu,,
Jung-Joo Choi,,
Tae-Joong Kim,,
Yoo-Young Lee,,
Young Cho,,
Fangnian Wang,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Jingyu Wang,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Kun Zang,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Miaofang Dong,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Min Yu,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Ruixin Sun,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Xiaoxia Liu,,
Yimin Li,,
Yinong Huang,,
Bart Landuyt,,
Christine de Kogel,,
Jan De Rijck,,
Jonas Demeulemeester,,
Katrien Busschots,,
Rik Gijsbers,,
Sara El Ashkar,,
Sofie Vets,,
Steven Husson,,
Bruno Correia,,
Chantal Beauchemin,,
Colin McVey,,
J Simas,,
Kenneth Kaye,,
L_nia Rodrigues,,
Maria Carrondo,"Monteiro SM, Clemente JJ, Henriques AO, Gomes RJ, Carrondo MJ, Cunha AE. A procedure for high-yield spore production by Bacillus subtilis. Biotechnol Prog. 2005;21(4):1026-31.",
Marta Pires de Miranda,,
Rajesh Ponnusamy,,
Shijun Li,,
Sofia Cerqueira,,
Irfan Qureshi,,
Jennifer Joshua,,
Keita Morohashi,,
Michael Ohlmeyer,,
Shiraz Mujtaba,,
Chao-Yie Yang,,
Andres Salmeron,,
Hon-Ren Huang,,
Jose Lora,,
Graziano Lolli,"Lolli G, Battistutta R. Different orientations of low-molecular-weight fragments in the binding pocket of a BRD4 bromodomain. Acta Crystallogr D Biol Crystallogr. 2013;69(Pt 10):2161-4.",
Arash Bahrami,,
Elizabeth Neuhardt,,
Marco Tonelli,,
Adam Volanakis,,
Cornelia Kilchert,,
Lidia Vasiljeva,,
Monica Passoni,,
Ralph Hector,,
Sander Granneman,,
Chao Lu,,
Craig Thompson,,
John Morris,,
Justin Cross,,
Patrick Ward,,
David Stan_k,,
Eva Du_kov‡,,
Eva Stejskalov‡,,
Ina Poser,,
Jana Humpol’_kov‡,,
Jarmila Hnilicov‡,,
Martin Hof,,
Haitong Hou,,
James Thompson,,
Jiyong Wang,,
John Yates,,
Patricia Tu,,
Songtao Jia,,
Anne Bouillot,,
Antonia Lewis,,
Delphine Delann_e,,
Edwige Nicodeme,,
Françoise Gellibert,,
Gael Krysa,,
Lionel Trottet,,
Olivier Mirguet,,
Pascal Huet,,
Paul Bamborough,,
Yann Dudit,,
Anne Largeot,,
Brice Lagrange,,
G_raldine Lucchi,,
Jean Berthelet,,
Jean-No‘l Bastie,,
J_r™me Paggetti,,
Julien Bros_us,,
Laurent Delva,,
Patrick Ducoroy,,
Romain Aucagne,,
Romain Martin,,
A Alexandrou,,
A Konstantinidou,,
C Sismani,,
J Donoghue,,
M Karkaletsi,,
P Livanos,,
P Patsalis,,
S Christopoulou,,
Avital Gaziel-Sovran,,
B‡rbara Fontanals-Cirera,,
Doug Hanniford,,
Eva Hernando,,
Farbod Darvishian,,
Iman Osman,,
Luz Jubierre,,
Mar’a Guijarro,,
Marta Morante,,
Miguel Segura,,
Pilar Gonz‡lez-Gomez,,
Edward Ramos,,
Kevin Van Bortle,,
Li Li,,
Naomi Takenaka,,
Victor Corces,,
Carmen Aguilar-Gurrieri,,
Daniel Panne,,
Esther Ortega,,
Jonathan Gaucher,,
A Bannister,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
A Godfrey,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
A Green,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
B Gottgens,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
B Wyspia_ska,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
F Calero-Nieto,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
I Barbieri,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
I Rioja,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
J Li,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
J Nangalia,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
Keisuke Nimura,,
Kiyoe Ura,,
Tomohiko Kanno,,
Jace Bullard,,
Jonathan Brown,,
Jorge Plutzky,,
Kareem Alazem,,
Kenneth Margulies,,
M Alaiti,,
Pedro Artero,,
Priti Anand,,
Rongli Zhang,,
Saptarsi Haldar,,
Fayçal Boussouar,,
Mahya Jamshidikia,,
H Dyson,,
Maria Martinez-Yamout,,
Peter Wright,,
Chengye Feng,,
Danyao Du,,
Huabin Liang,,
Jun Zhou,,
Lei Sun,,
Lihong Huo,,
Linlin Zhang,,
Min Liu,,
Minghao He,,
Xincheng Wang,,
Xutian Jing,,
D‡niel Veres,"Gyurkó DM, Veres DV, Módos D, Lenti K, Korcsmáros T, Csermely P. Adaptation and learning of molecular networks as a description of cancer development at the systems-level: potential use in anti-cancer therapies. Semin Cancer Biol. 2013;23(4):262-9.",
D‡vid Gyurk—,"Gyurkó DM, Veres DV, Módos D, Lenti K, Korcsmáros T, Csermely P. Adaptation and learning of molecular networks as a description of cancer development at the systems-level: potential use in anti-cancer therapies. Semin Cancer Biol. 2013;23(4):262-9.",
Dezs_ M—dos,"Gyurkó DM, Veres DV, Módos D, Lenti K, Korcsmáros T, Csermely P. Adaptation and learning of molecular networks as a description of cancer development at the systems-level: potential use in anti-cancer therapies. Semin Cancer Biol. 2013;23(4):262-9.",
Katalin Lenti,"Gyurkó DM, Veres DV, Módos D, Lenti K, Korcsmáros T, Csermely P. Adaptation and learning of molecular networks as a description of cancer development at the systems-level: potential use in anti-cancer therapies. Semin Cancer Biol. 2013;23(4):262-9.",
Peter Csermely,"Gyurkó DM, Veres DV, Módos D, Lenti K, Korcsmáros T, Csermely P. Adaptation and learning of molecular networks as a description of cancer development at the systems-level: potential use in anti-cancer therapies. Semin Cancer Biol. 2013;23(4):262-9.",
Deyan Zhu,,
Ning Zhu,,
Qingping Yi,,
Xuemin Wang,,
Yan Lai,,
Yongfeng Hu,,
Al Issulahi,,
Aymeric Leray,,
Bart Staels,,
C_line Schulz,,
Christophe Rachez,,
Gilles Salbert,,
Laurent H_liot,,
Maheul Ploton,,
Michal Pawlak,,
Philippe Lefebvre,,
Rapha‘l M_tivier,,
Rozenn Gallais,,
A Stewart,,
C Xin,,
D McCauley,,
E Braggio,,
J Egan,,
J Schmidt,,
K Kortuem,,
M Chesi,,
M Kauffman,,
R Tiedemann,,
S Palmer,,
S Shacham,,
V Garbitt,,
Amanda Del Rosario,,
Amanda Maffa,,
Anna Fydrych,,
Anne Carpenter,,
Benjamin Greenberger,,
Bryan Bryson,,
Clark Chen,,
David Sabatini,,
Emily Blake,,
Forest White,,
Fred Lam,,
Grace Chen,,
Ian Cannell,,
Jonathan Rameseder,,
Michael Lee,,
Michael Pacold,,
Michael Yaffe,,
Qiuying Huang,,
Richard Ho,,
Scott Clarke,,
Scott Floyd,,
Andrea Magno,,
Danzhi Huang,,
Alfred Goldberg,,
Bo-Yu Du,,
Cheng Cao,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Cui Liu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Dan-Yang Ji,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Dong Yang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Fuminori Tsuruta,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Guang-Fei Wang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Guo-Hong Li,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Hai-Tao Huang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Hwangho Cha,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Kousuke Haratake,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Lian-Bin Chen,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Linfang Wang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Min-Xian Qian,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Qian-Qian Zhu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Shan Liu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Shiying Miao,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Takuo Komatsu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Tomoki Chiba,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Wei Li,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Wei Song,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Xiao-Bo Qiu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Xiao-Xu Zhang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Ya-Nan Liang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Yadong Yu,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Yan Shen,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Ye Pang,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Yifan Cheng,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Yonggong Zhai,"Qian MX, Pang Y, Liu CH, et al. Acetylation-mediated proteasomal degradation of core histones during DNA repair and spermatogenesis. Cell. 2013;153(5):1012-24.",
Anne Tierens,,
Bernward Zeller,,
Francesca Micci,,
Gitte Kerndrup,,
Ioannis Panagopoulos,,
Jim Thorsen,,
Jochen Buechner,,
Lisbeth Haugom,,
Curtis Dobrowolski,,
Giridharan Gokulrangan,,
Jonathan Karn,,
Manish Datt,,
Mark Chance,,
Maxwell Cooper,,
Antonella Casola,,
Bing Tian,,
Michael Teng,,
Mridul Kalita,,
Roberto Garofalo,,
Slobodan Paessler,,
Ester Cannizzaro,"Wyspia_ska BS, Bannister AJ, Barbieri I, et al. BET protein inhibition shows efficacy against JAK2V617F-driven neoplasms. Leukemia. 2014;28(1):88-97.",
Isaia Barbieri,,
Bing Xiong,,
Chunyan Xu,,
Danyan Cao,,
Jianhua He,,
Jingkang Shen,,
Lele Zhao,,
Naixia Zhang,,
Tiantian Chen,,
Wuyan Chen,,
Xin Wang,,
Yanlian Li,,
Yechun Xu,,
Yingqing Wang,"Zang K, Wang J, Dong M, et al. Brd2 inhibits adipogenesis via the ERK1/2 signaling pathway in 3T3-L1 adipocytes. PLoS ONE. 2013;8(10):e78536.",
Zehong Miao,,
Alison Ritchie,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Andrew Gill,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Angela Russell,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
David Hewings,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
David Sheppard,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Ester Hammond,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Katherine Freeman,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Monica Olcina,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
An-Jia Han,,
Dan Liao,,
Fen Wang,,
Hui-Juan Shi,,
Jianjun Tang,,
Jingying Cao,,
Kaishun Hu,,
Li Wang,,
Li Zhong,,
Ru-Hua Zhang,,
Sheng-Ping Li,,
Shuangbing Xu,,
Tingmei Duan,,
Wenjing Wu,,
Wu-Guo Deng,,
Xiaobin Lv,,
Yi Sang,,
Aziz Sancar,,
Lakshmi Akileswaran,,
Nuri Ozturk,,
Russell Van Gelder,,
John Maris,,
Jiafang Fu,,
Jin Hou,,
Lei Chen,,
Liangyu Liu,,
Mingpeng Wang,"Wang JB, Dong DF, Gao K, Wang MD. Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells. Oncol Lett. 2014;7(3):651-657.",
Xiaoming Bao,,
Yu Shen,,
Christian Beisel,,
Daniel Hess,,
Moritz Gerstung,,
Niko Beerenwinkel,,
Renato Paro,,
Tobias Kockmann,,
Tommy Schlumpf,,
Jihong Chen,?,"Chen J, Li Q. Use of histone deacetylase inhibitors to examine the roles of bromodomain and histone acetylation in p300-dependent gene expression. Methods Mol Biol. 2013;977:353-7."
Guifang Zhao,,
Anne Oyan,,
Antje Krohn,,
Camilla Krakstad,,
Elisabeth Wik,,
Even Birkeland,,
Frederik Holst,,
Helga Salvesen,,
Henrica Werner,,
Ingunn Stefansson,,
Jill Mesirov,,
Jone Trovik,,
Karl Kalland,,
Lars Akslen,,
Maria Raeder,,
Pablo Tamayo,,
Ronald Simon,,
Shyemaa Shehata,,
Susan Moody,,
Ding-Ding Wang,,
Fen Guo,,
Pi-Rong Lin,,
Tian-Hong Zhou,,
Xian-Li Su,,
Robert Schneider,,
A-Young Lee,,
Hong Zhang,,
Hsien-Tsung Lai,,
Binyamin Berkovits,23287038,
A Bibonne,,
C Leclerc,,
I N_ant,,
J Batut,,
M Moreau,,
Jyoti Choudhuri,,
Manjeet Gill-Sharma,,
Mukhtar Ansari,,
De-Shen Wang,,
Dong-Liang Chen,,
Fan He,,
Feng Wang,,
Hui-Yan Luo,,
Kai-Shun Hu,,
Rui-Hua Xu,,
Wen-Jing Wu,,
Zhao-Lei Zeng,,
Bridlin Barckmann,,
Christina Rathke,,
Katja Leser,,
Renate Renkawitz-Pohl,,
Elizabeth Sarcinella,,
Marlee Ng,,
Peter Cheung,,
Ryan Draker,,
Ballachanda Devaiah,,
A Gout,,
A Murch,,
E Baker,,
K Carter,,
K Thompson-Wicking,,
M Phillips,,
M Welch,,
R Francis,,
Ann Hoffman,,
Hang Zeng,,
Julie Demartino,,
Shannon Hamilton,,
Yonglin Ren,,
Brian Gerstenberger,,
Dafydd Owen,,
Gerwyn Bish,,
Hannah Jones,,
John Trzupek,,
Karl Nocka,,
Mark Bunnage,,
Michael Primiano,,
Michael Ralph,,
Nunzio Sciammetta,,
Oleg Federov,,
Paul Fish,,
Aili Chen,,
Gang Huang,,
Xiao-Mei Yan,,
Alexander Borowsky,,
Allen Gao,,
Ping Yang,,
Yuzhuo Wang,,
Atsuko Masumi,,
Christopher Schofield,,
Anne-Laure Vitte,,
Arnaud Depaux,,
Emilie Montellier,,
Fabrice Lopez,,
H_lène Holota,,
Jean Imbert,,
Karin Pernet,,
Matthieu G_rard,,
Patrick Hery,,
Philippe Guardiola,,
Sandrine Curtet,,
Sarah Bertrand,,
Sylvie Jounier,,
Amy Molesworth,,
Anjana Rao,,
Bjoern Peters,,
Edward Lamperti,,
Hozefa Bandukwala,,
Jason Greenbaum,,
John Gagnon,,
Kevin Lee,,
Barry Zee,,
Benjamin Garcia,,
Gary Leroy,,
Iouri Chepelev,,
Keji Zhao,,
Mario Blanco,,
Arjan Griffioen,,
Judy van Beijnum,,
Liesbeth Scheer,,
Pieter Van de Vijver,,
Aniruddha Deshpande,,
Brigitte Schlegelberger,,
Doris Steinemann,,
Dorothea Gadzicki,,
Austin Thiel,,
Jing Huang,,
Ming Lei,,
Jiahai Zhang,,
Jihui Wu,,
Lei Liu,,
Peng Ji,,
Su Qin,,
Lewis Vidler,,
Nathan Brown,,
Betul Baykan,,
Ebru Yavuz,,
Nerses Bebek,,
Ozkan Ozdemir,,
Suzin Catal,,
Jianyun Nie,,
Wei-Jian Sun,,
Xiang-Jiao Yang,,
Eun-Jung Park,,
Han-Sae Lee,,
Jongbum Kwon,,
Seul-Ki Lee,,
Anders B¿rglum,,
Betina Elfving,,
Gregers Wegener,,
Jane Christensen,,
Ole Mors,,
James Thorne,,
Lylia Ouboussad,,
Clifford Tepper,,
Hsing-Jien Kung,,
Ling Xue,,
Linlang Guo,,
Xinbin Chen,,
